"iso3c","country_wb","population_2017","country_2017","estimate","lower_bound","upper_bound","rate","map_names","location","hits","keyword","geo","gprop"
"STP","Sao Tome and Principe",207089,"Sao Tome and Principe",0,NA,NA,0,"Sao Tome and Principe","São Tomé & Príncipe",NA,"malária","world","web"
"SUR","Suriname",570496,"Suriname",0,NA,NA,0,"Suriname","Suriname",NA,"malária","world","web"
"SVK","Slovak Republic",5439232,NA,NA,NA,NA,0,"Slovakia","Slovakia",1,"malária","world","web"
"SVN","Slovenia",2066388,NA,NA,NA,NA,0,"Slovenia","Slovenia",NA,"malária","world","web"
"SWE","Sweden",10057698,NA,NA,NA,NA,0,"Sweden","Sweden",NA,"malária","world","web"
"SWZ","Eswatini",1124753,"Eswatini",1,0,2,0.0889084092240696,"Swaziland","Eswatini",NA,"malária","world","web"
"SXM","Sint Maarten (Dutch part)",40574,NA,NA,NA,NA,0,"Sint Maarten","Sint Maarten",NA,"malária","world","web"
"SYC","Seychelles",95843,NA,NA,NA,NA,0,"Seychelles","Seychelles",NA,"malária","world","web"
"SYR","Syrian Arab Republic",17068002,"Syrian Arab Republic",0,NA,NA,0,"Syria","Syria",NA,"malária","world","web"
"TCA","Turks and Caicos Islands",37115,NA,NA,NA,NA,0,"Turks and Caicos Islands","Turks & Caicos Islands",NA,"malária","world","web"
"TCD","Chad",15016773,"Chad",8729,6640,10800,58.1283342299973,"Chad","Chad",NA,"malária","world","web"
"TEA","East Asia & Pacific (IDA & IBRD countries)",2042687863,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TEC","Europe & Central Asia (IDA & IBRD countries)",457810292,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TGO","Togo",7698475,"Togo",5341,4360,6330,69.3773766882402,"Togo","Togo",NA,"malária","world","web"
"THA","Thailand",69209858,"Thailand",11,NA,NA,0.0158936895954909,"Thailand","Thailand",NA,"malária","world","web"
"TJK","Tajikistan",8880268,"Tajikistan",0,NA,NA,0,"Tajikistan","Tajikistan",NA,"malária","world","web"
"TKL",NA,NA,NA,NA,NA,NA,NA,NA,"Tokelau",NA,"malária","world","web"
"TKM","Turkmenistan",5757669,"Turkmenistan",0,NA,NA,0,"Turkmenistan","Turkmenistan",NA,"malária","world","web"
"TLA","Latin America & the Caribbean (IDA & IBRD countries)",619460244,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TLS","Timor-Leste",1243261,"Timor-Leste",0,NA,NA,0,"Timor-Leste","Timor-Leste",NA,"malária","world","web"
"TMN","Middle East & North Africa (IDA & IBRD countries)",372091950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TON","Tonga",101998,NA,NA,NA,NA,0,"Tonga","Tonga",NA,"malária","world","web"
"TSA","South Asia (IDA & IBRD)",1792835608,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TSS","Sub-Saharan Africa (IDA & IBRD countries)",1050153672,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"TTO","Trinidad and Tobago",1384072,NA,NA,NA,NA,0,"Tobago","Trinidad & Tobago",NA,"malária","world","web"
"TTO","Trinidad and Tobago",1384072,NA,NA,NA,NA,0,"Trinidad","Trinidad & Tobago",NA,"malária","world","web"
"TUN","Tunisia",11433443,NA,NA,NA,NA,0,"Tunisia","Tunisia",NA,"malária","world","web"
"TUR","Turkey",81101892,"Turkey",0,NA,NA,0,"Turkey","Turkey",NA,"malária","world","web"
"TUV","Tuvalu",11370,NA,NA,NA,NA,0,NA,"Tuvalu",NA,"malária","world","web"
"TWN",NA,NA,NA,NA,NA,NA,NA,"Taiwan","Taiwan",NA,"malária","world","web"
"TZA","Tanzania",54663906,"United Republic of Tanzania",22301,19800,24800,40.7965724220293,"Tanzania","Tanzania",NA,"malária","world","web"
"UGA","Uganda",41162465,"Uganda",14390,11800,16900,34.959033673032,"Uganda","Uganda",NA,"malária","world","web"
"UKR","Ukraine",44831135,NA,NA,NA,NA,0,"Ukraine","Ukraine",NA,"malária","world","web"
"UMC","Upper middle income",2637690770,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"URY","Uruguay",3436646,NA,NA,NA,NA,0,"Uruguay","Uruguay",NA,"malária","world","web"
"USA","United States",325147121,NA,NA,NA,NA,0,"USA","United States",0.5,"malária","world","web"
"UZB","Uzbekistan",32388600,"Uzbekistan",0,NA,NA,0,"Uzbekistan","Uzbekistan",NA,"malária","world","web"
"VAT",NA,NA,NA,NA,NA,NA,NA,"Vatican","Vatican City",NA,"malária","world","web"
"VCT","St. Vincent and the Grenadines",109827,NA,NA,NA,NA,0,"Saint Vincent","St. Vincent & Grenadines",NA,"malária","world","web"
"VEN","Venezuela, RB",29390409,"Venezuela (Bolivarian Republic of)",456,80,790,1.55152655412179,"Venezuela","Venezuela",NA,"malária","world","web"
"VGB","British Virgin Islands",29577,NA,NA,NA,NA,0,NA,"British Virgin Islands",NA,"malária","world","web"
"VIR","Virgin Islands (U.S.)",107268,NA,NA,NA,NA,0,NA,"U.S. Virgin Islands",NA,"malária","world","web"
"VNM","Vietnam",94596642,"Viet Nam",9,0,20,0.00951407979154271,"Vietnam","Vietnam",NA,"malária","world","web"
"VUT","Vanuatu",285510,"Vanuatu",2,0,3,0.700500858113551,"Vanuatu","Vanuatu",NA,"malária","world","web"
"WLD","World",7510990456,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"WLF",NA,NA,NA,NA,NA,NA,NA,"Wallis and Futuna","Wallis & Futuna",NA,"malária","world","web"
"WSM","Samoa",195352,NA,NA,NA,NA,0,"Samoa","Samoa",NA,"malária","world","web"
"XKX","Kosovo",1830700,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"YEM","Yemen, Rep.",27834821,"Yemen",1926,70,3760,6.91939064382703,"Yemen","Yemen",NA,"malária","world","web"
"ZAF","South Africa",57000451,"South Africa",274,NA,NA,0.480697950968844,"South Africa","South Africa",NA,"malária","world","web"
"ZMB","Zambia",16853688,"Zambia",7618,6600,8630,45.2007892871875,"Zambia","Zambia",NA,"malária","world","web"
"ZWE","Zimbabwe",14236745,"Zimbabwe",3172,90,6410,22.2803737792592,"Zimbabwe","Zimbabwe",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Grenadines","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Ascension Island","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Kosovo","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Sint Eustatius","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saba","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Heard Island","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Barbuda","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Saint Martin","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Siachen Glacier","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Chagos Archipelago","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Azores","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands","St. Martin",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","Micronesia",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","U.S. Outlying Islands",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","Kosovo",NA,"malária","world","web"
NA,NA,NA,NA,NA,NA,NA,NA,"Madeira Islands","St. Martin",NA,"malária","world","web"
